0.2857	0.3333	0.2222	0.0000	0.1667	0.0000	0.1000	0.0833
0.2143	0.0000	0.1111	0.0000	0.0000	0.0000	0.1000	0.0000
0.3571	0.3333	0.1111	0.4000	0.1667	0.0000	0.2000	0.0833
0.0000	0.1667	0.1667	0.0000	0.0833	0.1667	0.1000	0.2500
0.0714	0.1667	0.2222	0.0000	0.0833	0.5000	0.2000	0.0000
0.0714	0.0000	0.0000	0.0000	0.2500	0.3333	0.0000	0.0000
0.0000	0.0000	0.1111	0.3000	0.2500	0.0000	0.0000	0.1667
0.0000	0.0000	0.0556	0.3000	0.0000	0.0000	0.3000	0.4167
