0.57	0.00	0.10	0.00	0.00	0.04	0.00	0.00
0.14	0.31	0.00	0.50	0.13	0.13	0.33	0.06
0.00	0.08	0.40	0.25	0.25	0.00	0.67	0.00
0.00	0.15	0.00	0.00	0.00	0.08	0.00	0.00
0.00	0.15	0.30	0.00	0.00	0.13	0.00	0.00
0.29	0.31	0.20	0.00	0.25	0.29	0.00	0.39
0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00
0.00	0.00	0.00	0.25	0.00	0.33	0.00	0.56
